ID,date,cluster_id,electricity_consumption,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,year,month,day_of_week,day_of_year,is_weekend,month_sin,month_cos,day_sin,day_cos,is_pandemic,cluster_id_encoded,HDD,daylight_ratio,temp_lag_1,sun_lag_1,temp_lag_2,sun_lag_2,temp_lag_7,sun_lag_7,temp_roll_mean_3,temp_roll_mean_7
cluster_1_2014-01-26,2014-01-26,cluster_1,5.941578157302725,10.2,1.5,5.8,-2.4,42.41333333333333,32789.46,32.0,69.8,239.6683322396841,1.5766666666666669,0.6166666666666667,2014,1,6,26,1,0.49999999999999994,0.8660254037844387,0.4327755925504312,0.901501684131884,0,0,7.800000000000001,0.0012934656401079256,11.7,11112.453333333331,7.4,9381.33,9.0,16185.08,9.2,8.7
cluster_1_2014-01-27,2014-01-27,cluster_1,6.120580895251264,7.3,2.4,2.6,-2.7,14125.243333333332,32957.06666666667,30.8,54.7,240.0006098385439,3.93,0.85,2014,1,0,27,0,0.49999999999999994,0.8660254037844387,0.4482293417404106,0.893918596519257,0,0,10.7,0.42858227930036336,10.2,42.41333333333333,11.7,11112.453333333331,7.7,10987.19,9.766666666666666,8.87142857142857
cluster_1_2014-01-28,2014-01-28,cluster_1,6.168373565842657,8.0,2.0,3.5,-2.8,10120.733333333332,33128.51666666666,27.7,49.0,190.9875877789444,3.583333333333333,0.6,2014,1,1,28,0,0.49999999999999994,0.8660254037844387,0.4635502709028509,0.886070621534138,0,0,10.0,0.3054899181042484,7.3,14125.243333333332,10.2,42.41333333333333,7.0,16830.61,9.733333333333333,8.814285714285715
cluster_1_2014-01-29,2014-01-29,cluster_1,6.160557321461152,7.2,2.1,5.2,-3.3,2853.7966666666666,33303.54,22.4,42.1,133.28564084078036,2.553333333333333,0.5333333333333333,2014,1,2,29,0,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882,0,0,10.8,0.08568791722289713,8.0,10120.733333333332,7.3,14125.243333333332,9.6,11825.35,8.5,8.957142857142857
cluster_1_2014-01-30,2014-01-30,cluster_1,6.1341071190915715,8.2,0.9,5.3,-2.7,25311.22,33481.87333333333,11.4,23.4,164.67921948911732,5.073333333333333,0.5833333333333334,2014,1,3,30,0,0.49999999999999994,0.8660254037844387,0.49377555015997715,0.869589389346611,0,0,9.8,0.7559452782925242,7.2,2853.7966666666666,8.0,10120.733333333332,8.5,15080.946666666669,7.5,8.614285714285714
cluster_1_2014-01-31,2014-01-31,cluster_1,6.162175207572764,7.7,-0.7,1.6,-3.8,408.8066666666667,33663.26,37.5,67.0,177.67807002124104,3.103333333333333,0.5433333333333333,2014,1,4,31,0,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,0,0,10.3,0.01214364036716288,8.2,25311.22,7.2,2853.7966666666666,7.4,9381.33,7.8,8.571428571428571
cluster_1_2014-02-01,2014-02-01,cluster_1,6.023537177325958,9.8,3.4,5.3,-0.6,18386.073333333334,33847.450000000004,33.0,67.0,208.0157485110373,5.556666666666668,1.086666666666667,2014,2,5,32,1,0.8660254037844386,0.5000000000000001,0.5234156073655503,0.8520775211013093,0,0,8.2,0.5431880435687109,7.7,408.8066666666667,8.2,25311.22,11.7,11112.453333333331,7.699999999999999,8.614285714285714
cluster_1_2014-02-02,2014-02-02,cluster_1,5.9661313543899634,9.4,0.4,5.6,-3.6,26868.27333333333,34034.19333333333,23.8,42.5,210.335261949223,6.283333333333334,0.9066666666666668,2014,2,6,33,1,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,0,0,8.6,0.7894261998217923,9.8,18386.073333333334,7.7,408.8066666666667,10.2,42.41333333333333,8.566666666666666,8.342857142857143
cluster_1_2014-02-03,2014-02-03,cluster_1,6.110868490605405,8.7,-0.6,3.6,-4.5,28846.18333333333,34223.25,28.3,52.6,141.00817540661816,7.743333333333333,0.97,2014,2,0,34,0,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,0,0,9.3,0.8428580124716636,9.4,26868.27333333333,9.8,18386.073333333334,7.3,14125.243333333332,8.966666666666667,8.22857142857143
cluster_1_2014-02-04,2014-02-04,cluster_1,6.124328842272464,9.5,1.9,3.8,-2.7,27378.06333333333,34414.386666666665,39.4,70.9,177.3333634220596,5.859999999999999,1.2033333333333331,2014,2,1,35,0,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,0,0,8.5,0.7955181093417906,8.7,28846.18333333333,9.4,26868.27333333333,8.0,10120.733333333332,9.299999999999999,8.428571428571429
cluster_1_2014-02-05,2014-02-05,cluster_1,6.1507541429160915,9.3,4.8,4.7,-1.8,12081.963333333331,34607.37666666667,41.8,78.1,190.3349942837838,4.556666666666666,1.25,2014,2,2,36,0,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0,0,8.7,0.3491051732851188,9.5,27378.06333333333,8.7,28846.18333333333,7.2,2853.7966666666666,9.200000000000001,8.642857142857142
cluster_1_2014-02-06,2014-02-06,cluster_1,6.128416022077746,12.3,4.8,8.4,-0.0,1387.55,34801.996666666666,36.4,77.4,190.66653499840567,1.8833333333333333,0.9033333333333332,2014,2,3,37,0,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,0,0,5.699999999999999,0.03986869329930306,9.3,12081.963333333331,9.5,27378.06333333333,8.2,25311.22,9.166666666666666,8.942857142857143
cluster_1_2014-02-07,2014-02-07,cluster_1,6.068471883468766,11.5,5.1,7.8,0.0,27093.173333333336,34998.02333333334,43.8,82.8,222.00356445429648,6.343333333333334,1.5166666666666666,2014,2,4,38,0,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,0,0,6.5,0.7741122680851951,12.3,1387.55,9.3,12081.963333333331,7.7,408.8066666666667,10.366666666666667,9.528571428571428
cluster_1_2014-02-08,2014-02-08,cluster_1,5.995421707212107,10.3,5.2,4.5,-1.0,19924.18,35195.26,41.6,78.8,202.33387178440324,5.306666666666666,1.28,2014,2,5,39,1,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,0,0,7.699999999999999,0.5660879877577901,11.5,27093.173333333336,12.3,1387.55,9.8,18386.073333333334,11.033333333333333,10.071428571428571
cluster_1_2014-02-09,2014-02-09,cluster_1,5.968674311350795,8.9,4.1,3.3,-2.1,30361.09,35393.48333333333,40.8,72.0,221.0,7.403333333333333,1.7133333333333336,2014,2,6,40,1,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,0,0,9.1,0.8577915861652641,10.3,19924.18,11.5,27093.173333333336,9.4,26868.27333333333,11.366666666666667,10.142857142857142
cluster_1_2014-02-10,2014-02-10,cluster_1,6.078100853767529,8.9,2.3,4.3,-2.1,11347.866666666669,35592.50666666666,24.5,46.1,226.5,4.44,0.7233333333333333,2014,2,0,41,0,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,0,0,9.1,0.3188184511556978,8.9,30361.09,10.3,19924.18,8.7,28846.18333333333,10.233333333333333,10.071428571428571
cluster_1_2014-02-11,2014-02-11,cluster_1,6.126454250879724,8.3,2.8,3.2,-2.4,9070.546666666669,35792.11666666667,33.9,64.1,218.66667042747105,3.996666666666666,0.7399999999999999,2014,2,1,42,0,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,0,0,9.7,0.2534159500872375,8.9,11347.866666666669,8.9,30361.09,9.5,27378.06333333333,9.366666666666667,10.1
cluster_1_2014-02-12,2014-02-12,cluster_1,6.1368497795446135,9.0,1.0,2.9,-3.3,17771.2,35992.136666666665,46.6,103.0,206.0,6.283333333333334,1.0166666666666666,2014,2,2,43,0,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,0,0,9.0,0.49373857478939737,8.3,9070.546666666669,8.9,11347.866666666669,9.3,12081.963333333331,8.700000000000001,9.928571428571429
cluster_1_2014-02-13,2014-02-13,cluster_1,6.138107111444919,8.0,3.6,3.5,-1.2,17820.739999999998,36192.37333333333,32.1,66.6,235.00152529388333,4.8566666666666665,0.8633333333333333,2014,2,3,44,0,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,0,0,10.0,0.4923757682345534,9.0,17771.2,8.3,9070.546666666669,12.3,1387.55,8.733333333333334,9.885714285714286
cluster_1_2014-02-14,2014-02-14,cluster_1,6.1157221331102045,14.4,1.4,8.8,-2.6,904.26,36392.87666666667,47.2,83.2,183.6661282155967,1.87,0.81,2014,2,4,45,0,0.8660254037844386,0.5000000000000001,0.699458327051647,0.7146733860429609,0,0,3.5999999999999996,0.024846487453979205,8.0,17820.739999999998,9.0,17771.2,11.5,27093.173333333336,8.433333333333335,9.271428571428572
cluster_1_2014-02-15,2014-02-15,cluster_1,5.959948079890189,11.7,7.0,7.4,1.8,23279.23,36595.43666666667,40.1,82.8,220.3336344040273,7.413333333333334,2.1533333333333338,2014,2,5,46,1,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,0,0,6.300000000000001,0.6361064661031206,14.4,904.26,8.0,17820.739999999998,10.3,19924.18,10.466666666666667,9.685714285714285
cluster_1_2014-02-16,2014-02-16,cluster_1,5.915382319701923,11.0,4.4,7.9,0.9,28883.466666666664,36800.30666666666,22.9,45.4,219.6620188463932,7.733333333333333,1.23,2014,2,6,47,1,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,0,0,7.0,0.7848489437693881,11.7,23279.23,14.4,904.26,8.9,30361.09,11.366666666666665,9.885714285714286
cluster_1_2014-02-17,2014-02-17,cluster_1,6.043022306521574,11.0,3.1,6.1,-0.3,20969.22,37007.28,26.4,49.3,180.32956305530232,6.579999999999999,1.0733333333333337,2014,2,0,48,0,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,0,0,7.0,0.5666088777970768,11.0,28883.466666666664,11.7,23279.23,8.9,11347.866666666669,12.366666666666665,10.185714285714285
cluster_1_2014-02-18,2014-02-18,cluster_1,6.0807978097669295,12.2,1.9,9.2,-1.6,26866.140000000003,37216.14333333333,17.7,43.6,183.98916446588115,7.793333333333333,1.0833333333333333,2014,2,1,49,0,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,0,0,5.800000000000001,0.7218753938037337,11.0,20969.22,11.0,28883.466666666664,8.3,9070.546666666669,11.233333333333334,10.485714285714286
cluster_1_2014-02-19,2014-02-19,cluster_1,6.06650708242148,11.3,3.8,8.1,0.7,21664.23,37426.71,19.5,35.6,236.66449361619107,5.683333333333334,0.8366666666666666,2014,2,2,50,0,0.8660254037844386,0.5000000000000001,0.7583058084785624,0.6518989958787126,0,0,6.699999999999999,0.5788286272390162,12.2,26866.140000000003,11.0,20969.22,9.0,17771.2,11.4,11.042857142857143
cluster_1_2014-02-20,2014-02-20,cluster_1,6.043456722221495,11.7,4.5,8.0,1.8,5054.743333333333,37638.776666666665,28.8,50.4,202.00817540661816,2.233333333333333,0.5266666666666667,2014,2,3,51,0,0.8660254037844386,0.5000000000000001,0.7694148268839378,0.6387494220515272,0,0,6.300000000000001,0.134292596316326,11.3,21664.23,12.2,26866.140000000003,8.0,17820.739999999998,11.5,11.37142857142857
cluster_1_2014-02-21,2014-02-21,cluster_1,6.054228056343592,9.3,4.0,6.1,-0.2,33412.333333333336,37852.16,24.9,49.7,233.0001015623428,9.136666666666668,1.28,2014,2,4,52,0,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,0,0,8.7,0.8826828019994456,11.7,5054.743333333333,11.3,21664.23,14.4,904.26,11.733333333333334,11.9
cluster_1_2014-02-22,2014-02-22,cluster_1,5.966313391903013,10.7,2.9,7.2,-1.7,23866.396666666664,38066.67999999999,23.9,40.0,221.04166545749248,6.673333333333333,1.0066666666666666,2014,2,5,53,1,0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243,0,0,7.300000000000001,0.6269464455587173,9.3,33412.333333333336,11.7,5054.743333333333,11.7,23279.23,10.766666666666666,11.171428571428569
cluster_1_2014-02-23,2014-02-23,cluster_1,5.847721189407043,13.1,3.6,9.3,0.1,31770.646666666667,38282.14333333333,29.1,52.6,180.33835425574983,8.466666666666667,1.3033333333333337,2014,2,6,54,1,0.8660254037844386,0.5000000000000001,0.8013610881746766,0.5981809144059165,0,0,4.9,0.8298860516765298,10.7,23866.396666666664,9.3,33412.333333333336,11.0,28883.466666666664,10.566666666666666,11.028571428571428
cluster_1_2014-02-24,2014-02-24,cluster_1,5.988816042915058,14.9,3.3,11.0,-0.8,34584.35333333333,38498.37666666667,25.2,43.2,171.6650057162162,11.226666666666668,1.8833333333333333,2014,2,0,55,0,0.8660254037844386,0.5000000000000001,0.8115390590073611,0.5842981736283684,0,0,3.0999999999999996,0.8983094358324242,13.1,31770.646666666667,10.7,23866.396666666664,11.0,20969.22,11.033333333333333,11.328571428571427
cluster_1_2014-02-25,2014-02-25,cluster_1,6.036954031928351,11.6,6.0,7.1,2.1,22014.916666666668,38715.206666666665,31.4,59.4,197.0036758364123,7.436666666666666,1.4566666666666668,2014,2,1,56,0,0.8660254037844386,0.5000000000000001,0.8214765533024142,0.5702422926917871,0,0,6.4,0.568622769689386,14.9,34584.35333333333,13.1,31770.646666666667,12.2,26866.140000000003,12.9,11.885714285714286
cluster_1_2014-02-26,2014-02-26,cluster_1,6.049910326381786,10.5,2.3,7.0,-0.9,32374.290000000005,38932.47,18.1,37.4,230.3333634220596,9.04,1.1266666666666667,2014,2,2,57,0,0.8660254037844386,0.5000000000000001,0.8311706263658079,0.5560174366570446,0,0,7.5,0.8315285023400175,11.6,22014.916666666668,14.9,34584.35333333333,11.3,21664.23,13.200000000000001,11.8
cluster_1_2014-02-27,2014-02-27,cluster_1,6.082606962928196,9.8,1.9,5.6,-2.0,17138.0,39149.99333333334,32.2,59.0,212.42134029171703,5.686666666666667,0.7566666666666667,2014,2,3,58,0,0.8660254037844386,0.5000000000000001,0.8406184056344782,0.5416278206559814,0,0,8.2,0.4377411284072996,10.5,32374.290000000005,11.6,22014.916666666668,11.7,5054.743333333333,12.333333333333334,11.685714285714287
cluster_1_2014-02-28,2014-02-28,cluster_1,6.1000184584458985,8.8,2.7,6.3,-1.2,19365.01,39367.60666666667,27.1,49.7,202.90809153802604,6.203333333333333,0.8300000000000001,2014,2,4,59,0,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722,0,0,9.2,0.49188964608179336,9.8,17138.0,10.5,32374.290000000005,9.3,33412.333333333336,10.633333333333333,11.414285714285715
cluster_1_2014-03-01,2014-03-01,cluster_1,5.990191236792366,8.3,1.8,4.8,-0.9,30232.20333333333,39585.16333333333,23.1,41.8,283.94176306468535,8.62,1.04,2014,3,5,60,1,1.0,6.123233995736766e-17,0.8587639582758029,0.5123714121284237,0,0,9.7,0.7637063253330352,8.8,19365.01,9.8,17138.0,10.7,23866.396666666664,9.700000000000001,11.342857142857142
cluster_1_2014-03-02,2014-03-02,cluster_1,5.927003356313676,9.0,-2.0,5.2,-5.5,20409.53,39802.48,32.1,61.2,183.6666365779404,7.623333333333332,1.2166666666666668,2014,3,6,61,1,1.0,6.123233995736766e-17,0.8674563547295969,0.49751328890718066,0,0,9.0,0.5127574272400302,8.3,30232.20333333333,8.8,19365.01,13.1,31770.646666666667,8.966666666666667,11.0
cluster_1_2014-03-03,2014-03-03,cluster_1,6.065748396651512,9.5,3.6,6.1,-1.6,32917.536666666674,40019.42333333333,28.9,59.8,203.6955018694497,9.65,1.2666666666666666,2014,3,0,62,0,1.0,6.123233995736766e-17,0.8758917051442429,0.48250774176121847,0,0,8.5,0.822518452453485,9.0,20409.53,8.3,30232.20333333333,14.9,34584.35333333333,8.700000000000001,10.414285714285715
cluster_1_2014-03-04,2014-03-04,cluster_1,6.065653230290195,10.2,-0.6,7.2,-3.9,30070.65,40235.82666666667,16.6,33.1,273.4109514477507,9.256666666666666,1.2033333333333334,2014,3,1,63,0,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022,0,0,7.800000000000001,0.7473414901506481,9.5,32917.536666666674,9.0,20409.53,11.6,22014.916666666668,8.933333333333332,9.642857142857142
cluster_1_2014-03-05,2014-03-05,cluster_1,6.022955946699085,11.5,-0.2,9.2,-3.3,33814.083333333336,40451.530000000006,10.6,23.8,5.76351681348604,11.526666666666666,1.4466666666666663,2014,3,2,64,0,1.0,6.123233995736766e-17,0.8919813464595485,0.45207220393230435,0,0,6.5,0.8358953898145142,10.2,30070.65,9.5,32917.536666666674,10.5,32374.290000000005,9.566666666666668,9.442857142857145
cluster_1_2014-03-06,2014-03-06,cluster_1,6.028107421256754,13.3,-1.6,10.3,-5.1,35689.560000000005,40666.6,13.1,29.5,148.01104603969097,13.48,1.7633333333333334,2014,3,3,65,0,1.0,6.123233995736766e-17,0.8996308696522433,0.43665123195606403,0,0,4.699999999999999,0.87759198969204,11.5,33814.083333333336,10.2,30070.65,9.8,17138.0,10.4,9.585714285714287
cluster_1_2014-03-07,2014-03-07,cluster_1,6.004299327794435,13.7,-1.0,11.5,-4.6,24035.33333333333,40882.67333333333,13.0,28.8,199.26029275126845,10.576666666666666,1.4933333333333332,2014,3,4,66,0,1.0,6.123233995736766e-17,0.9070138128026359,0.4211008707960896,0,0,4.300000000000001,0.5878956408189674,13.3,35689.560000000005,11.5,33814.083333333336,8.8,19365.01,11.666666666666666,10.085714285714285
cluster_1_2014-03-08,2014-03-08,cluster_1,5.836867100828787,17.4,1.7,14.5,-1.6,36886.23333333333,41100.026666666665,18.7,38.2,127.07808369771502,14.49,2.21,2014,3,5,67,1,1.0,6.123233995736766e-17,0.9141279881853337,0.40542572835999735,0,0,0.6000000000000014,0.8974528454601458,13.7,24035.33333333333,13.3,35689.560000000005,8.3,30232.20333333333,12.833333333333334,10.785714285714286
cluster_1_2014-03-09,2014-03-09,cluster_1,5.718848411328568,18.9,4.2,16.4,0.6,37131.53666666667,41318.5,16.3,35.6,146.73551047911397,14.86,2.566666666666667,2014,3,6,68,1,1.0,6.123233995736766e-17,0.9209712877166346,0.38963044953078796,0,0,0.0,0.8986443850159529,17.4,36886.23333333333,13.7,24035.33333333333,9.0,20409.53,14.799999999999999,12.085714285714285
cluster_1_2014-03-10,2014-03-10,cluster_1,5.887036929498756,17.1,1.5,15.0,-1.9,37301.926666666666,41537.96333333333,21.6,37.4,29.610715805365235,15.043333333333337,2.1733333333333333,2014,3,0,69,0,1.0,6.123233995736766e-17,0.9275416835791966,0.37371971479046906,0,0,0.8999999999999986,0.8979984976354329,18.9,37131.53666666667,17.4,36886.23333333333,9.5,32917.536666666674,16.666666666666668,13.5
cluster_1_2014-03-11,2014-03-11,cluster_1,5.9298683597245345,16.6,4.8,13.3,1.6,34407.07,41758.263333333336,19.0,36.0,32.667721056836534,13.553333333333333,1.843333333333333,2014,3,1,70,0,1.0,6.123233995736766e-17,0.9338372288229252,0.35769823883312546,0,0,1.3999999999999986,0.8239386247155221,17.1,37301.926666666666,18.9,37131.53666666667,10.2,30070.65,17.8,14.585714285714285
cluster_1_2014-03-12,2014-03-12,cluster_1,5.939341961585151,17.0,3.1,14.6,0.1,37779.64000000001,41979.25666666667,13.4,26.3,60.647190515769765,15.40333333333333,2.18,2014,3,2,71,0,1.0,6.123233995736766e-17,0.9398560579418954,0.3415707691678556,0,0,1.0,0.8999382805107513,16.6,34407.07,17.1,37301.926666666666,11.5,33814.083333333336,17.533333333333335,15.5
cluster_1_2014-03-13,2014-03-13,cluster_1,5.930724137338381,16.7,1.6,16.0,-1.6,37901.18,42200.81333333333,11.4,16.2,57.6731989365752,15.266666666666666,2.153333333333333,2014,3,3,72,0,1.0,6.123233995736766e-17,0.9455963874271426,0.3253420847119801,0,0,1.3000000000000007,0.8980936364187827,17.0,37779.64000000001,16.6,34407.07,13.3,35689.560000000005,16.900000000000002,16.285714285714285
